Program,Program Desc,College,College Desc,Level,Level Desc,Department,Department Desc,Degree,Degree Desc,Major,Major Desc,Campus,Campus Desc,Major CIP,Major CIP Desc,Combined Ind,Concentration,Concentration Desc,Eff Term,Eff Term Desc,Admission Ind,Student Ind,Outcome Ind,Eff Status,Program Status
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,ACCT,Accounting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,BMGT,Brand Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,BUSA,Business Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,COIN,Corporate Innovation,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,COIV,Corporate Innovation & Venture,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,ENTS,Entrepreneurial Startups,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,FBUS,Family Business,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,FINA,Finance,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,FINT,Fintech,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,HCMC,Healthcare Mgmt & Consulting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MGMT,Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MKAN,Marketing Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MKTG,Marketing,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MMIS,Management Information Systems,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,N,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,SIEN,Social Innov & Entrepreneurshp,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-NX,BSIB Intl Bus (Non-Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,SUPC,Supply Chain Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,ACAS,Accounting & Advisory Services,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,ACCT,Accounting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,BMGT,Brand Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,BUSA,Business Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,COIN,Corporate Innovation,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,COIV,Corporate Innovation & Venture,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,ENTS,Entrepreneurial Startups,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,FBUS,Family Business,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,FINA,Finance,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,FINT,Fintech,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,HCMC,Healthcare Mgmt & Consulting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MGMT,Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MKAN,Marketing Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MKTG,Marketing,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,MMIS,Management Information Systems,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,N,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,SIEN,Social Innov & Entrepreneurshp,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BSIB-INBU-X,BSIB Intl Bus (Exchange),BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,BSIB,B.S. in International Business,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,SUPC,Supply Chain Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
ND-EXCH-BA-U,ND Exchange Students BA UG,BA,D'Amore-McKim School Business,UG,Undergraduate,INTB,International Bus & Strategy,ND,Non-Degree,INBU,International Business,BOS,Boston,521101,International Bus./Trade/Comme,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-EXCH-BA-U,ND Exchange Students BA UG,BA,D'Amore-McKim School Business,UG,Undergraduate,MGMT,Management,ND,Non-Degree,MGMT,Management,BOS,Boston,520201,Bus. Admin/Mgt,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-EXCH-BA-U,ND Exchange Students BA UG,BA,D'Amore-McKim School Business,UG,Undergraduate,MKTG,Marketing,ND,Non-Degree,MKTG,Marketing,BOS,Boston,521401,Marketing/Marketing Mgt,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-EXCH-BA-U,ND Exchange Students BA UG,BA,D'Amore-McKim School Business,UG,Undergraduate,SCHM,Supply Chain Management,ND,Non-Degree,SUPC,Supply Chain Management,BOS,Boston,520203,Logistics & Materials Mgt,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
CAGS-ABA,CAGS Applied Behavior Analysis,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,CAGS,Cert of Advanced Grad Study,ABA,Applied Behavior Analysis,BOS,Boston,422814,Applied Behavior Analysis,,,,201310,Fall 2012 Semester,Y,Y,Y,Current,Active
CAGS-COPS,CAGS Counseling Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,CAGS,Cert of Advanced Grad Study,COPS,Counseling Psychology,BOS,Boston,422803,Counseling Psychology,,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
CAGS-SCPS,CAGS School Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,CAGS,Cert of Advanced Grad Study,SCPS,School Psychology,BOS,Boston,422805,School Psychology,,ABA,Applied Behavior Analysis,201410,Fall 2013 Semester,N,Y,Y,Current,Active
CAGS-SCPS,CAGS School Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,CAGS,Cert of Advanced Grad Study,SCPS,School Psychology,BOS,Boston,422805,School Psychology,,NOCC,No Concentration,201410,Fall 2013 Semester,Y,Y,Y,Current,Active
CERTG-ABA,CERTG Appld Behavior Analysis,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,CERTG,Graduate Certificate,ABA,Applied Behavior Analysis,BOS,Boston,422814,Applied Behavior Analysis,,,,201310,Fall 2012 Semester,Y,Y,Y,Current,Active
MS-ABA,MS Applied Behavior Analysis,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MS,Master of Science,ABA,Applied Behavior Analysis,BOS,Boston,422814,Applied Behavior Analysis,,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
MS-AEPP,MS Applied Educational Psych,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MS,Master of Science,AEPP,Applied Educational Psychology,BOS,Boston,422805,School Psychology,,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
MS-APPS,MS Applied Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MS,Master of Science,APPS,Applied Psychology,BOS,Boston,422813,Applied Psychology,,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MSCP-COPS,MSCP Counseling Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MSCP,M.S. in Counseling Psychology,COPS,Counseling Psychology,BOS,Boston,422803,Counseling Psychology,,CACO,Child & Adolescent Counseling,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MSCP-COPS,MSCP Counseling Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MSCP,M.S. in Counseling Psychology,COPS,Counseling Psychology,BOS,Boston,422803,Counseling Psychology,,EINT,Early Intervention,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MSCP-COPS,MSCP Counseling Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MSCP,M.S. in Counseling Psychology,COPS,Counseling Psychology,BOS,Boston,422803,Counseling Psychology,,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MSCP-COPS,MSCP Counseling Psychology,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,MSCP,M.S. in Counseling Psychology,COPS,Counseling Psychology,BOS,Boston,422803,Counseling Psychology,,RCOP,Research in Counseling Psych,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
PHD-COPS-MSE,PhD Couns Psych MS Entry,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,PHD,Doctor of Philosophy,COPS,Counseling Psychology,BOS,Boston,422803,Counseling Psychology,,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
PHD-SCPS-BSE,PhD School Psychology BS Entry,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,PHD,Doctor of Philosophy,SCPS,School Psychology,BOS,Boston,422805,School Psychology,,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
PHD-SCPS-MSE,PhD School Psychology MS Entry,BV,Bouve College of Hlth Sciences,GR,Graduate,CAEP,Applied Psychology,PHD,Doctor of Philosophy,SCPS,School Psychology,BOS,Boston,422805,School Psychology,,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
CERTG-HIME,CERTG Health Info Mgmt & Exch,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,CERTG,Graduate Certificate,HIME,Health Info Mgmt & Exchange,BOS,Boston,512706,Medical Informatics,Y,,,201110,Fall 2010 Semester,Y,Y,Y,Current,Active
CERTG-HISE,CERTG Health Info Software Eng,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,CERTG,Graduate Certificate,HISE,Health Info Software Eng,BOS,Boston,512706,Medical Informatics,Y,,,201110,Fall 2010 Semester,Y,Y,Y,Current,Active
CERTG-HISP,CERTG Health info Priv & Secu,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,CERTG,Graduate Certificate,HISP,Health Info Privacy & Secu,BOS,Boston,512706,Medical Informatics,Y,,,201110,Fall 2010 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,BOS,Boston,512706,Medical Informatics,Y,HINA,Health Informatics Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,BOS,Boston,512706,Medical Informatics,Y,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,BOS,Boston,512706,Medical Informatics,Y,PHEI,Personal Health Informatics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,PTL,"Portland, Maine",512706,Medical Informatics,Y,,,000000,The Beginning of Time,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,SFR,"San Francisco, CA",512706,Medical Informatics,Y,HINA,Health Informatics Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,SFR,"San Francisco, CA",512706,Medical Informatics,Y,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,SFR,"San Francisco, CA",512706,Medical Informatics,Y,PHEI,Personal Health Informatics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,SJO,"Silicon Valley, CA",512706,Medical Informatics,Y,HINA,Health Informatics Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-HEIN,MS Health Informatics,BV,Bouve College of Hlth Sciences,GR,Graduate,HINF,Health Informatics,MS,Master of Science,HEIN,Health Informatics,SJO,"Silicon Valley, CA",512706,Medical Informatics,Y,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
